ID	Gene	d2.1_1	d2.2_1	d2.3_1	d30.1_1	d30.2_1	d30.3_1
P2366_enhancer_mutagenesis_208_TtoA	enhancer_mutagenesis_208_TtoA	2541	7083	976	3686	2708	4920
P2367_enhancer_mutagenesis_208_TtoC	enhancer_mutagenesis_208_TtoC	2120	2338	233	1247	312	325
P2368_enhancer_mutagenesis_208_TtoG	enhancer_mutagenesis_208_TtoG	1093	1372	160	1389	572	573
P2369_enhancer_mutagenesis_209_CtoA	enhancer_mutagenesis_209_CtoA	622	1531	535	1353	220	351
P2370_enhancer_mutagenesis_209_CtoT	enhancer_mutagenesis_209_CtoT	1596	3453	1012	2238	1076	1255
P2371_enhancer_mutagenesis_209_CtoG	enhancer_mutagenesis_209_CtoG	3260	4198	701	3731	1604	1539
P2372_enhancer_mutagenesis_209_CtoA	enhancer_mutagenesis_209_CtoA	646	1814	689	1441	578	589
P2373_enhancer_mutagenesis_209_CtoT	enhancer_mutagenesis_209_CtoT	1674	1926	340	2503	1351	1116
P2374_enhancer_mutagenesis_209_CtoG	enhancer_mutagenesis_209_CtoG	601	2880	583	813	982	352
P2375_enhancer_mutagenesis_209_CtoA	enhancer_mutagenesis_209_CtoA	1960	3925	623	3547	996	790
P2376_enhancer_mutagenesis_209_CtoT	enhancer_mutagenesis_209_CtoT	1573	2833	526	1738	1239	473
P2377_enhancer_mutagenesis_209_CtoG	enhancer_mutagenesis_209_CtoG	306	439	1026	590	7	320
P2378_enhancer_mutagenesis_210_TtoA	enhancer_mutagenesis_210_TtoA	3721	4738	1341	4840	4823	9252
P2379_enhancer_mutagenesis_210_TtoC	enhancer_mutagenesis_210_TtoC	4054	7879	1504	4267	3652	2576
P2380_enhancer_mutagenesis_210_TtoG	enhancer_mutagenesis_210_TtoG	3073	5796	1485	3701	1918	5742
P2381_enhancer_mutagenesis_210_TtoA	enhancer_mutagenesis_210_TtoA	2138	1807	470	3740	1732	1227
P2382_enhancer_mutagenesis_210_TtoC	enhancer_mutagenesis_210_TtoC	566	2029	183	2432	2079	665
P2383_enhancer_mutagenesis_210_TtoG	enhancer_mutagenesis_210_TtoG	232	267	63	2856	172	385
P2384_enhancer_mutagenesis_210_TtoA	enhancer_mutagenesis_210_TtoA	2769	2171	446	1174	3711	697
P2385_enhancer_mutagenesis_210_TtoC	enhancer_mutagenesis_210_TtoC	1350	1636	247	868	541	753
P2386_enhancer_mutagenesis_210_TtoG	enhancer_mutagenesis_210_TtoG	2299	2841	1005	1645	1576	916
P2387_enhancer_mutagenesis_211_TtoA	enhancer_mutagenesis_211_TtoA	8463	9340	2230	7867	6804	3932
P2388_enhancer_mutagenesis_211_TtoC	enhancer_mutagenesis_211_TtoC	4919	8580	1773	5881	8492	6370
P2389_enhancer_mutagenesis_211_TtoG	enhancer_mutagenesis_211_TtoG	5204	11003	1325	4387	5671	4318
P2390_enhancer_mutagenesis_211_TtoA	enhancer_mutagenesis_211_TtoA	438	1647	301	990	1578	666
P2391_enhancer_mutagenesis_211_TtoC	enhancer_mutagenesis_211_TtoC	366	844	110	640	909	135
P2392_enhancer_mutagenesis_211_TtoG	enhancer_mutagenesis_211_TtoG	1540	4203	649	1771	2140	3304
P2393_enhancer_mutagenesis_211_TtoA	enhancer_mutagenesis_211_TtoA	285	225	33	683	26	311
P2394_enhancer_mutagenesis_211_TtoC	enhancer_mutagenesis_211_TtoC	326	535	99	464	107	21
P2395_enhancer_mutagenesis_211_TtoG	enhancer_mutagenesis_211_TtoG	1032	2273	393	2174	947	1064
P2396_enhancer_mutagenesis_212_GtoA	enhancer_mutagenesis_212_GtoA	1544	2237	584	1569	1967	1521
P2397_enhancer_mutagenesis_212_GtoT	enhancer_mutagenesis_212_GtoT	2488	586	116	782	683	317
P2398_enhancer_mutagenesis_212_GtoC	enhancer_mutagenesis_212_GtoC	1002	2253	912	2053	1121	576
P2399_enhancer_mutagenesis_212_GtoA	enhancer_mutagenesis_212_GtoA	1753	2223	388	2971	1900	1172
P2400_enhancer_mutagenesis_212_GtoT	enhancer_mutagenesis_212_GtoT	5727	9380	3412	7554	5037	12305
P2401_enhancer_mutagenesis_212_GtoC	enhancer_mutagenesis_212_GtoC	1530	3222	1140	5563	2423	1447
P2402_enhancer_mutagenesis_212_GtoA	enhancer_mutagenesis_212_GtoA	871	2489	806	1347	2982	1010
P2403_enhancer_mutagenesis_212_GtoT	enhancer_mutagenesis_212_GtoT	2999	3266	737	4695	2780	2056
P2404_enhancer_mutagenesis_212_GtoC	enhancer_mutagenesis_212_GtoC	765	1288	305	1026	690	934
P2405_enhancer_mutagenesis_213_CtoA	enhancer_mutagenesis_213_CtoA	6330	9229	2023	7584	4247	6302
P2406_enhancer_mutagenesis_213_CtoT	enhancer_mutagenesis_213_CtoT	5316	9258	2018	7651	6671	4621
P2407_enhancer_mutagenesis_213_CtoG	enhancer_mutagenesis_213_CtoG	8768	16377	3363	12278	14098	10392
P2408_enhancer_mutagenesis_213_CtoA	enhancer_mutagenesis_213_CtoA	355	894	65	1165	325	349
P2409_enhancer_mutagenesis_213_CtoT	enhancer_mutagenesis_213_CtoT	1268	2714	466	2027	1538	1447
P2410_enhancer_mutagenesis_213_CtoG	enhancer_mutagenesis_213_CtoG	2736	3761	1097	2146	3573	1953
P2411_enhancer_mutagenesis_213_CtoA	enhancer_mutagenesis_213_CtoA	374	411	243	299	357	261
P2412_enhancer_mutagenesis_213_CtoT	enhancer_mutagenesis_213_CtoT	217	694	145	1085	37	364
P2413_enhancer_mutagenesis_213_CtoG	enhancer_mutagenesis_213_CtoG	262	575	665	177	1050	739
P2414_enhancer_mutagenesis_214_CtoA	enhancer_mutagenesis_214_CtoA	4769	8178	1878	4321	5442	4661
P2415_enhancer_mutagenesis_214_CtoT	enhancer_mutagenesis_214_CtoT	6580	11266	3187	13310	11017	7205
P2416_enhancer_mutagenesis_214_CtoG	enhancer_mutagenesis_214_CtoG	6254	6852	907	5566	5176	3870
P2417_enhancer_mutagenesis_214_CtoA	enhancer_mutagenesis_214_CtoA	1294	2214	403	3010	1477	970
P2418_enhancer_mutagenesis_214_CtoT	enhancer_mutagenesis_214_CtoT	2162	4824	562	2203	2627	2720
P2419_enhancer_mutagenesis_214_CtoG	enhancer_mutagenesis_214_CtoG	166	109	49	430	64	46
P2420_enhancer_mutagenesis_214_CtoA	enhancer_mutagenesis_214_CtoA	1803	5274	861	2739	2056	1211
P2421_enhancer_mutagenesis_214_CtoT	enhancer_mutagenesis_214_CtoT	1777	936	499	3061	586	2061
P2422_enhancer_mutagenesis_214_CtoG	enhancer_mutagenesis_214_CtoG	705	970	402	716	1030	761
P2423_enhancer_mutagenesis_215_TtoA	enhancer_mutagenesis_215_TtoA	612	369	90	555	532	1571
P2424_enhancer_mutagenesis_215_TtoC	enhancer_mutagenesis_215_TtoC	1368	1823	230	1766	1921	275
P2425_enhancer_mutagenesis_215_TtoG	enhancer_mutagenesis_215_TtoG	1363	2066	626	1422	2058	780
P2426_enhancer_mutagenesis_215_TtoA	enhancer_mutagenesis_215_TtoA	4156	4114	1627	6482	5775	4622
P2427_enhancer_mutagenesis_215_TtoC	enhancer_mutagenesis_215_TtoC	1978	2274	434	4425	1850	1277
P2428_enhancer_mutagenesis_215_TtoG	enhancer_mutagenesis_215_TtoG	1241	2708	277	2121	721	1053
P2429_enhancer_mutagenesis_215_TtoA	enhancer_mutagenesis_215_TtoA	1282	2089	435	1673	849	1005
P2430_enhancer_mutagenesis_215_TtoC	enhancer_mutagenesis_215_TtoC	1398	2730	339	2257	2357	1268
P2431_enhancer_mutagenesis_215_TtoG	enhancer_mutagenesis_215_TtoG	824	1277	209	1140	1883	321
P2432_enhancer_mutagenesis_216_GtoA	enhancer_mutagenesis_216_GtoA	2756	3924	576	2601	1879	1732
P2433_enhancer_mutagenesis_216_GtoT	enhancer_mutagenesis_216_GtoT	1346	4356	511	1490	1571	901
P2434_enhancer_mutagenesis_216_GtoC	enhancer_mutagenesis_216_GtoC	585	1374	354	1939	782	1080
P2435_enhancer_mutagenesis_216_GtoA	enhancer_mutagenesis_216_GtoA	2978	4626	1197	1986	1303	2241
P2436_enhancer_mutagenesis_216_GtoT	enhancer_mutagenesis_216_GtoT	6310	8565	1669	3558	4207	3202
P2437_enhancer_mutagenesis_216_GtoC	enhancer_mutagenesis_216_GtoC	1197	3974	743	2933	1137	1567
P2438_enhancer_mutagenesis_216_GtoA	enhancer_mutagenesis_216_GtoA	2253	4847	1690	2736	2076	7496
P2439_enhancer_mutagenesis_216_GtoT	enhancer_mutagenesis_216_GtoT	941	1631	348	1270	1685	951
P2440_enhancer_mutagenesis_216_GtoC	enhancer_mutagenesis_216_GtoC	381	4561	250	668	1016	263
P2441_enhancer_mutagenesis_217_GtoA	enhancer_mutagenesis_217_GtoA	214	481	30	489	812	128
P2442_enhancer_mutagenesis_217_GtoT	enhancer_mutagenesis_217_GtoT	2966	2873	502	4871	2394	3833
P2443_enhancer_mutagenesis_217_GtoC	enhancer_mutagenesis_217_GtoC	2485	4457	874	7060	3002	2171
P2444_enhancer_mutagenesis_217_GtoA	enhancer_mutagenesis_217_GtoA	2394	2067	301	3005	646	581
P2445_enhancer_mutagenesis_217_GtoT	enhancer_mutagenesis_217_GtoT	2358	1883	2090	2388	2406	821
P2446_enhancer_mutagenesis_217_GtoC	enhancer_mutagenesis_217_GtoC	4093	6495	1151	5607	2835	2975
P2447_enhancer_mutagenesis_217_GtoA	enhancer_mutagenesis_217_GtoA	1268	1407	196	1362	765	713
P2448_enhancer_mutagenesis_217_GtoT	enhancer_mutagenesis_217_GtoT	1418	2302	304	1356	1744	559
P2449_enhancer_mutagenesis_217_GtoC	enhancer_mutagenesis_217_GtoC	1450	2730	409	2212	1295	1252
P2450_enhancer_mutagenesis_218_TtoA	enhancer_mutagenesis_218_TtoA	2045	3057	529	4191	943	1948
P2451_enhancer_mutagenesis_218_TtoC	enhancer_mutagenesis_218_TtoC	1339	1594	520	1546	829	714
P2452_enhancer_mutagenesis_218_TtoG	enhancer_mutagenesis_218_TtoG	4816	2664	524	3204	621	2151
P2453_enhancer_mutagenesis_218_TtoA	enhancer_mutagenesis_218_TtoA	6878	6675	385	1969	5953	11343
P2454_enhancer_mutagenesis_218_TtoC	enhancer_mutagenesis_218_TtoC	622	1437	155	809	709	372
P2455_enhancer_mutagenesis_218_TtoG	enhancer_mutagenesis_218_TtoG	5157	6776	1606	3568	3957	8664
P2456_enhancer_mutagenesis_218_TtoA	enhancer_mutagenesis_218_TtoA	414	1224	197	566	812	538
P2457_enhancer_mutagenesis_218_TtoC	enhancer_mutagenesis_218_TtoC	365	293	72	327	891	640
P2458_enhancer_mutagenesis_218_TtoG	enhancer_mutagenesis_218_TtoG	1774	4817	826	2526	2164	1221
P2459_enhancer_mutagenesis_219_TtoA	enhancer_mutagenesis_219_TtoA	807	1534	632	1176	598	1068
P2460_enhancer_mutagenesis_219_TtoC	enhancer_mutagenesis_219_TtoC	438	450	61	503	1012	300
P2461_enhancer_mutagenesis_219_TtoG	enhancer_mutagenesis_219_TtoG	4548	1913	381	2742	2114	1028
P2462_enhancer_mutagenesis_219_TtoA	enhancer_mutagenesis_219_TtoA	1794	3104	3143	1486	1330	1388
P2463_enhancer_mutagenesis_219_TtoC	enhancer_mutagenesis_219_TtoC	2085	2269	493	2064	866	2676
P2464_enhancer_mutagenesis_219_TtoG	enhancer_mutagenesis_219_TtoG	1763	2163	396	1215	1591	2427
P2465_enhancer_mutagenesis_219_TtoA	enhancer_mutagenesis_219_TtoA	867	3034	226	1508	1972	1055
P2466_enhancer_mutagenesis_219_TtoC	enhancer_mutagenesis_219_TtoC	1173	1126	395	1415	1227	1120
P2467_enhancer_mutagenesis_219_TtoG	enhancer_mutagenesis_219_TtoG	1259	1952	187	1127	895	2932
P2468_enhancer_mutagenesis_220_GtoA	enhancer_mutagenesis_220_GtoA	2004	4590	882	5301	1466	2855
P2469_enhancer_mutagenesis_220_GtoT	enhancer_mutagenesis_220_GtoT	835	1239	349	1252	403	942
P2470_enhancer_mutagenesis_220_GtoC	enhancer_mutagenesis_220_GtoC	1051	1377	234	993	377	1963
P2471_enhancer_mutagenesis_220_GtoA	enhancer_mutagenesis_220_GtoA	1676	2603	374	1995	807	1064
P2472_enhancer_mutagenesis_220_GtoT	enhancer_mutagenesis_220_GtoT	858	935	593	434	772	295
P2473_enhancer_mutagenesis_220_GtoC	enhancer_mutagenesis_220_GtoC	1328	2086	157	554	667	627
P2474_enhancer_mutagenesis_220_GtoA	enhancer_mutagenesis_220_GtoA	244	554	91	844	665	487
P2475_enhancer_mutagenesis_220_GtoT	enhancer_mutagenesis_220_GtoT	1232	2567	428	1907	1112	3321
P2476_enhancer_mutagenesis_220_GtoC	enhancer_mutagenesis_220_GtoC	2917	3007	491	1764	568	1280
P2477_enhancer_mutagenesis_221_CtoA	enhancer_mutagenesis_221_CtoA	2037	3822	971	4181	1198	2071
P2478_enhancer_mutagenesis_221_CtoT	enhancer_mutagenesis_221_CtoT	875	1438	131	8610	4	658
P2479_enhancer_mutagenesis_221_CtoG	enhancer_mutagenesis_221_CtoG	3475	6466	1394	3932	4211	3049
P2480_enhancer_mutagenesis_221_CtoA	enhancer_mutagenesis_221_CtoA	2018	2347	445	1635	597	4141
P2481_enhancer_mutagenesis_221_CtoT	enhancer_mutagenesis_221_CtoT	720	1515	158	899	997	270
P2482_enhancer_mutagenesis_221_CtoG	enhancer_mutagenesis_221_CtoG	4275	3710	993	2217	6872	2049
P2483_enhancer_mutagenesis_221_CtoA	enhancer_mutagenesis_221_CtoA	301	782	212	1554	70	1926
P2484_enhancer_mutagenesis_221_CtoT	enhancer_mutagenesis_221_CtoT	1425	2664	1110	2681	6453	3009
P2485_enhancer_mutagenesis_221_CtoG	enhancer_mutagenesis_221_CtoG	86	375	29	306	29	497
P2486_enhancer_mutagenesis_222_TtoA	enhancer_mutagenesis_222_TtoA	567	846	445	908	490	1297
P2487_enhancer_mutagenesis_222_TtoC	enhancer_mutagenesis_222_TtoC	3523	2385	290	1073	1517	982
P2488_enhancer_mutagenesis_222_TtoG	enhancer_mutagenesis_222_TtoG	3395	6624	1153	4283	5702	6085
P2489_enhancer_mutagenesis_222_TtoA	enhancer_mutagenesis_222_TtoA	3364	4604	636	1455	5473	2348
P2490_enhancer_mutagenesis_222_TtoC	enhancer_mutagenesis_222_TtoC	1689	3550	311	2445	2297	2420
P2491_enhancer_mutagenesis_222_TtoG	enhancer_mutagenesis_222_TtoG	4804	7866	1691	4136	2283	2455
P2492_enhancer_mutagenesis_222_TtoA	enhancer_mutagenesis_222_TtoA	2770	1479	346	1744	1397	1124
P2493_enhancer_mutagenesis_222_TtoC	enhancer_mutagenesis_222_TtoC	1438	1900	185	2053	1183	1444
P2494_enhancer_mutagenesis_222_TtoG	enhancer_mutagenesis_222_TtoG	424	1175	98	823	330	2380
P2495_enhancer_mutagenesis_223_GtoA	enhancer_mutagenesis_223_GtoA	893	4489	143	959	711	409
P2496_enhancer_mutagenesis_223_GtoT	enhancer_mutagenesis_223_GtoT	750	491	98	699	44	117
P2497_enhancer_mutagenesis_223_GtoC	enhancer_mutagenesis_223_GtoC	2031	4030	714	2635	5144	2245
P2498_enhancer_mutagenesis_223_GtoA	enhancer_mutagenesis_223_GtoA	3690	3784	367	2047	3972	2164
P2499_enhancer_mutagenesis_223_GtoT	enhancer_mutagenesis_223_GtoT	2290	6117	341	1744	1194	1564
P2500_enhancer_mutagenesis_223_GtoC	enhancer_mutagenesis_223_GtoC	1342	1898	310	982	2104	778
P2501_enhancer_mutagenesis_223_GtoA	enhancer_mutagenesis_223_GtoA	2691	6348	450	3742	2950	2580
P2502_enhancer_mutagenesis_223_GtoT	enhancer_mutagenesis_223_GtoT	1	4	0	4	5	115
P2503_enhancer_mutagenesis_223_GtoC	enhancer_mutagenesis_223_GtoC	1570	1202	520	1280	1422	943
P2504_enhancer_mutagenesis_224_GtoA	enhancer_mutagenesis_224_GtoA	704	1000	281	1362	104	150
P2505_enhancer_mutagenesis_224_GtoT	enhancer_mutagenesis_224_GtoT	822	2812	278	909	108	346
P2506_enhancer_mutagenesis_224_GtoC	enhancer_mutagenesis_224_GtoC	2551	3965	1843	2666	3814	1525
P2507_enhancer_mutagenesis_224_GtoA	enhancer_mutagenesis_224_GtoA	193	769	66	419	261	718
P2508_enhancer_mutagenesis_224_GtoT	enhancer_mutagenesis_224_GtoT	2304	2245	411	2859	2418	2484
P2509_enhancer_mutagenesis_224_GtoC	enhancer_mutagenesis_224_GtoC	3634	4794	2411	5754	3436	3113
P2510_enhancer_mutagenesis_224_GtoA	enhancer_mutagenesis_224_GtoA	1797	4727	278	2591	1398	1254
P2511_enhancer_mutagenesis_224_GtoT	enhancer_mutagenesis_224_GtoT	1704	2359	892	1387	2210	2088
P2512_enhancer_mutagenesis_224_GtoC	enhancer_mutagenesis_224_GtoC	14583	15257	1203	11429	15170	29754
P2513_enhancer_mutagenesis_225_CtoA	enhancer_mutagenesis_225_CtoA	1405	2707	340	2085	901	942
P2514_enhancer_mutagenesis_225_CtoT	enhancer_mutagenesis_225_CtoT	4068	3822	953	3168	2690	873
P2515_enhancer_mutagenesis_225_CtoG	enhancer_mutagenesis_225_CtoG	2334	2758	955	1216	2936	4147
P2516_enhancer_mutagenesis_225_CtoA	enhancer_mutagenesis_225_CtoA	184	299	35	382	138	165
P2517_enhancer_mutagenesis_225_CtoT	enhancer_mutagenesis_225_CtoT	394	788	146	1115	58	647
P2518_enhancer_mutagenesis_225_CtoG	enhancer_mutagenesis_225_CtoG	1166	1960	228	1440	320	2376
P2519_enhancer_mutagenesis_225_CtoA	enhancer_mutagenesis_225_CtoA	3403	4633	616	4555	3251	4004
P2520_enhancer_mutagenesis_225_CtoT	enhancer_mutagenesis_225_CtoT	1433	1706	564	2994	2014	2665
P2521_enhancer_mutagenesis_225_CtoG	enhancer_mutagenesis_225_CtoG	5604	2966	1228	4815	3788	7059
P2522_enhancer_mutagenesis_226_AtoT	enhancer_mutagenesis_226_AtoT	2289	5301	804	3189	2231	2353
P2523_enhancer_mutagenesis_226_AtoC	enhancer_mutagenesis_226_AtoC	1851	2513	506	3112	2081	2012
P2524_enhancer_mutagenesis_226_AtoG	enhancer_mutagenesis_226_AtoG	2157	2707	674	2449	1954	977
P2525_enhancer_mutagenesis_226_AtoT	enhancer_mutagenesis_226_AtoT	2032	3899	620	1617	4329	1850
P2526_enhancer_mutagenesis_226_AtoC	enhancer_mutagenesis_226_AtoC	1046	2612	158	1332	808	1946
P2527_enhancer_mutagenesis_226_AtoG	enhancer_mutagenesis_226_AtoG	435	1750	279	673	46	294
P2528_enhancer_mutagenesis_226_AtoT	enhancer_mutagenesis_226_AtoT	3351	5499	1665	4254	7192	3239
P2529_enhancer_mutagenesis_226_AtoC	enhancer_mutagenesis_226_AtoC	839	2895	136	3252	2060	1468
P2530_enhancer_mutagenesis_226_AtoG	enhancer_mutagenesis_226_AtoG	759	1670	199	1594	870	800
P2531_enhancer_mutagenesis_227_GtoA	enhancer_mutagenesis_227_GtoA	1193	3025	300	1198	478	801
P2532_enhancer_mutagenesis_227_GtoT	enhancer_mutagenesis_227_GtoT	115	455	65	284	1062	227
P2533_enhancer_mutagenesis_227_GtoC	enhancer_mutagenesis_227_GtoC	1713	2575	402	1840	2288	2254
P2534_enhancer_mutagenesis_227_GtoA	enhancer_mutagenesis_227_GtoA	1770	3567	927	2082	600	1793
P2535_enhancer_mutagenesis_227_GtoT	enhancer_mutagenesis_227_GtoT	3358	6032	617	2472	1979	2870
P2536_enhancer_mutagenesis_227_GtoC	enhancer_mutagenesis_227_GtoC	2309	5269	680	1247	1048	1020
P2537_enhancer_mutagenesis_227_GtoA	enhancer_mutagenesis_227_GtoA	926	2803	870	2273	1728	1113
P2538_enhancer_mutagenesis_227_GtoT	enhancer_mutagenesis_227_GtoT	1385	4376	354	3926	1849	2059
P2539_enhancer_mutagenesis_227_GtoC	enhancer_mutagenesis_227_GtoC	3396	4041	1037	7529	7397	5558
P2540_enhancer_mutagenesis_228_CtoA	enhancer_mutagenesis_228_CtoA	1780	1688	1016	3292	979	1109
P2541_enhancer_mutagenesis_228_CtoT	enhancer_mutagenesis_228_CtoT	1830	3697	641	2062	2523	3046
P2542_enhancer_mutagenesis_228_CtoG	enhancer_mutagenesis_228_CtoG	2235	2663	965	2324	2603	1561
P2543_enhancer_mutagenesis_228_CtoA	enhancer_mutagenesis_228_CtoA	409	921	109	545	274	11
P2544_enhancer_mutagenesis_228_CtoT	enhancer_mutagenesis_228_CtoT	2258	3135	255	2123	4433	2739
P2545_enhancer_mutagenesis_228_CtoG	enhancer_mutagenesis_228_CtoG	2137	4212	1059	2804	4052	4025
P2546_enhancer_mutagenesis_228_CtoA	enhancer_mutagenesis_228_CtoA	1129	2959	365	2905	1058	1631
P2547_enhancer_mutagenesis_228_CtoT	enhancer_mutagenesis_228_CtoT	42	18	3	20	12	7
P2548_enhancer_mutagenesis_228_CtoG	enhancer_mutagenesis_228_CtoG	330	658	261	1663	1402	1399
P2549_enhancer_mutagenesis_229_TtoA	enhancer_mutagenesis_229_TtoA	2609	3101	1131	1776	1115	1374
P2550_enhancer_mutagenesis_229_TtoC	enhancer_mutagenesis_229_TtoC	1980	2765	1731	2854	1351	1451
P2551_enhancer_mutagenesis_229_TtoG	enhancer_mutagenesis_229_TtoG	2523	6922	1124	3487	1643	2184
P2552_enhancer_mutagenesis_229_TtoA	enhancer_mutagenesis_229_TtoA	2560	5321	765	3609	917	5405
P2553_enhancer_mutagenesis_229_TtoC	enhancer_mutagenesis_229_TtoC	3145	7051	1619	4905	1855	6949
P2554_enhancer_mutagenesis_229_TtoG	enhancer_mutagenesis_229_TtoG	2582	6107	1062	2644	1462	1638
P2555_enhancer_mutagenesis_229_TtoA	enhancer_mutagenesis_229_TtoA	1174	1713	940	2475	2184	1460
P2556_enhancer_mutagenesis_229_TtoC	enhancer_mutagenesis_229_TtoC	1168	1529	192	2674	1518	1486
P2557_enhancer_mutagenesis_229_TtoG	enhancer_mutagenesis_229_TtoG	733	1329	195	1418	1365	3774
P2558_enhancer_mutagenesis_230_CtoA	enhancer_mutagenesis_230_CtoA	1271	1807	447	962	3167	645
P2559_enhancer_mutagenesis_230_CtoT	enhancer_mutagenesis_230_CtoT	775	1737	217	2659	1150	828
P2560_enhancer_mutagenesis_230_CtoG	enhancer_mutagenesis_230_CtoG	494	1728	133	1112	827	3613
P2561_enhancer_mutagenesis_230_CtoA	enhancer_mutagenesis_230_CtoA	5820	9311	1461	5413	5311	3034
P2562_enhancer_mutagenesis_230_CtoT	enhancer_mutagenesis_230_CtoT	13	10	9	9	8	165
P2563_enhancer_mutagenesis_230_CtoG	enhancer_mutagenesis_230_CtoG	2920	3257	983	2659	1151	1819
P2564_enhancer_mutagenesis_230_CtoA	enhancer_mutagenesis_230_CtoA	679	924	166	1478	2196	792
P2565_enhancer_mutagenesis_230_CtoT	enhancer_mutagenesis_230_CtoT	432	1536	121	2332	3054	241
P2566_enhancer_mutagenesis_230_CtoG	enhancer_mutagenesis_230_CtoG	1	5	21	22	31	2
P2567_enhancer_mutagenesis_231_TtoA	enhancer_mutagenesis_231_TtoA	1667	2190	250	1446	1006	1206
P2568_enhancer_mutagenesis_231_TtoC	enhancer_mutagenesis_231_TtoC	2292	2731	371	1727	971	1151
P2569_enhancer_mutagenesis_231_TtoG	enhancer_mutagenesis_231_TtoG	1905	3822	368	2030	2304	1248
P2570_enhancer_mutagenesis_231_TtoA	enhancer_mutagenesis_231_TtoA	2346	4590	582	1658	1548	1825
P2571_enhancer_mutagenesis_231_TtoC	enhancer_mutagenesis_231_TtoC	3010	6104	927	4486	2922	4326
P2572_enhancer_mutagenesis_231_TtoG	enhancer_mutagenesis_231_TtoG	2594	5061	630	2133	1969	1956
P2573_enhancer_mutagenesis_231_TtoA	enhancer_mutagenesis_231_TtoA	2306	4865	693	1922	1385	1576
P2574_enhancer_mutagenesis_231_TtoC	enhancer_mutagenesis_231_TtoC	2395	3119	575	2956	2508	1871
P2575_enhancer_mutagenesis_231_TtoG	enhancer_mutagenesis_231_TtoG	48	137	1	2	0	70
P2576_enhancer_mutagenesis_232_CtoA	enhancer_mutagenesis_232_CtoA	1124	4433	683	4054	5296	1136
P2577_enhancer_mutagenesis_232_CtoT	enhancer_mutagenesis_232_CtoT	1361	2123	720	3608	1957	2853
P2578_enhancer_mutagenesis_232_CtoG	enhancer_mutagenesis_232_CtoG	1315	2720	419	1747	1345	1089
P2579_enhancer_mutagenesis_232_CtoA	enhancer_mutagenesis_232_CtoA	2515	3818	909	3535	2287	4011
P2580_enhancer_mutagenesis_232_CtoT	enhancer_mutagenesis_232_CtoT	1342	1370	677	2102	3285	833
P2581_enhancer_mutagenesis_232_CtoG	enhancer_mutagenesis_232_CtoG	4760	8011	2097	5112	2980	3797
P2582_enhancer_mutagenesis_232_CtoA	enhancer_mutagenesis_232_CtoA	32	142	5	0	89	3
P2583_enhancer_mutagenesis_232_CtoT	enhancer_mutagenesis_232_CtoT	191	322	195	1	3	183
P2584_enhancer_mutagenesis_232_CtoG	enhancer_mutagenesis_232_CtoG	1795	1939	693	1803	1200	707
P2585_enhancer_mutagenesis_233_TtoA	enhancer_mutagenesis_233_TtoA	9	319	23	45	26	51
P2586_enhancer_mutagenesis_233_TtoC	enhancer_mutagenesis_233_TtoC	1203	2306	429	2141	2116	2109
P2587_enhancer_mutagenesis_233_TtoG	enhancer_mutagenesis_233_TtoG	1113	3933	640	3295	1181	1029
P2588_enhancer_mutagenesis_233_TtoA	enhancer_mutagenesis_233_TtoA	1883	3694	377	2327	871	1375
P2589_enhancer_mutagenesis_233_TtoC	enhancer_mutagenesis_233_TtoC	2329	3892	1020	2857	2071	2953
P2590_enhancer_mutagenesis_233_TtoG	enhancer_mutagenesis_233_TtoG	4861	6306	2551	4393	4893	2275
P2591_enhancer_mutagenesis_233_TtoA	enhancer_mutagenesis_233_TtoA	680	1178	299	847	1084	2298
P2592_enhancer_mutagenesis_233_TtoC	enhancer_mutagenesis_233_TtoC	1264	4501	493	1962	2376	2374
P2593_enhancer_mutagenesis_233_TtoG	enhancer_mutagenesis_233_TtoG	944	3248	302	2397	714	478
P2594_enhancer_mutagenesis_234_GtoA	enhancer_mutagenesis_234_GtoA	1641	2928	609	2446	2415	3451
P2595_enhancer_mutagenesis_234_GtoT	enhancer_mutagenesis_234_GtoT	2277	3237	551	2904	5165	5091
P2596_enhancer_mutagenesis_234_GtoC	enhancer_mutagenesis_234_GtoC	866	1794	181	750	581	1490
P2597_enhancer_mutagenesis_234_GtoA	enhancer_mutagenesis_234_GtoA	2280	1617	686	1089	521	916
P2598_enhancer_mutagenesis_234_GtoT	enhancer_mutagenesis_234_GtoT	2	1	0	1	4	0
P2599_enhancer_mutagenesis_234_GtoC	enhancer_mutagenesis_234_GtoC	1293	3512	591	1804	1280	2710
P2600_enhancer_mutagenesis_234_GtoA	enhancer_mutagenesis_234_GtoA	1393	1409	104	2061	124	1490
P2601_enhancer_mutagenesis_234_GtoT	enhancer_mutagenesis_234_GtoT	765	875	463	906	3859	1573
P2602_enhancer_mutagenesis_234_GtoC	enhancer_mutagenesis_234_GtoC	753	698	193	692	599	872
P2603_enhancer_mutagenesis_235_AtoT	enhancer_mutagenesis_235_AtoT	2299	3928	441	3394	2083	2566
P2604_enhancer_mutagenesis_235_AtoC	enhancer_mutagenesis_235_AtoC	2712	6807	801	3788	5356	1942
P2605_enhancer_mutagenesis_235_AtoG	enhancer_mutagenesis_235_AtoG	1714	1891	234	1090	1373	1639
P2606_enhancer_mutagenesis_235_AtoT	enhancer_mutagenesis_235_AtoT	1604	4926	956	1448	1984	1621
